date	open	high	low	close	sma	std	upper	lower	buy	sell
2022-02-12 12:00:00	81.86000000	81.97000000	80.60000000	81.01000000						
2022-02-12 13:00:00	81.03000000	81.53000000	80.33000000	80.60000000						
2022-02-12 14:00:00	80.63000000	81.19000000	78.65000000	80.15000000						
2022-02-12 15:00:00	80.14000000	80.33000000	78.78000000	80.11000000						
2022-02-12 16:00:00	80.11000000	82.60000000	79.64000000	82.52000000						
2022-02-12 17:00:00	82.52000000	83.52000000	81.94000000	83.46000000						
2022-02-12 18:00:00	83.48000000	84.80000000	82.89000000	83.96000000						
2022-02-12 19:00:00	83.98000000	84.13000000	81.71000000	81.97000000						
2022-02-12 20:00:00	81.97000000	83.37000000	81.67000000	83.08000000						
2022-02-12 21:00:00	83.08000000	83.08000000	79.62000000	80.65000000						
2022-02-12 22:00:00	80.65000000	81.91000000	80.55000000	81.65000000						
2022-02-12 23:00:00	81.65000000	81.68000000	80.27000000	81.31000000						
2022-02-13 00:00:00	81.29000000	82.43000000	80.51000000	82.37000000						
2022-02-13 01:00:00	82.38000000	82.52000000	81.23000000	81.44000000						
2022-02-13 02:00:00	81.44000000	82.67000000	81.07000000	81.77000000						
2022-02-13 03:00:00	81.76000000	82.65000000	81.53000000	82.15000000						
2022-02-13 04:00:00	82.15000000	82.57000000	81.62000000	82.17000000						
2022-02-13 05:00:00	82.18000000	82.80000000	81.85000000	82.61000000						
2022-02-13 06:00:00	82.61000000	83.16000000	82.23000000	82.95000000						
2022-02-13 07:00:00	82.96000000	83.27000000	82.62000000	83.12000000	81.9525	1.0955742305918093	84.14364846118362	79.76135153881638		
2022-02-13 08:00:00	83.10000000	83.28000000	82.58000000	82.88000000	82.046	1.0906897865691714	84.22737957313835	79.86462042686166		
2022-02-13 09:00:00	82.89000000	82.90000000	81.85000000	81.90000000	82.111	1.0374153104305788	84.18583062086117	80.03616937913884		
2022-02-13 10:00:00	81.90000000	82.87000000	81.76000000	82.74000000	82.2405	0.936485451034868	84.11347090206974	80.36752909793026		
2022-02-13 11:00:00	82.73000000	82.84000000	82.07000000	82.20000000	82.345	0.791643859320575	83.92828771864114	80.76171228135885		
2022-02-13 12:00:00	82.20000000	82.36000000	81.95000000	82.07000000	82.3225	0.7928023248677855	83.90810464973558	80.73689535026443		
2022-02-13 13:00:00	82.05000000	82.19000000	81.74000000	81.99000000	82.249	0.748710470356222	83.74642094071244	80.75157905928755		
2022-02-13 14:00:00	81.99000000	82.28000000	81.08000000	81.68000000	82.135	0.6401932274095421	83.41538645481909	80.85461354518092		
2022-02-13 15:00:00	81.68000000	81.91000000	81.00000000	81.03000000	82.088	0.6858233622519161	83.45964672450383	80.71635327549616		
2022-02-13 16:00:00	81.03000000	81.27000000	79.79000000	80.34000000	81.951	0.7480775360883433	83.44715507217668	80.4548449278233	80.34	
2022-02-13 17:00:00	80.34000000	80.34000000	78.85000000	79.49000000	81.893	0.8864304526404962	83.665860905281	80.12013909471901	79.49	
2022-02-13 18:00:00	79.49000000	80.21000000	77.49000000	77.92000000	81.7065	1.2557123161985229	84.21792463239706	79.19507536760295	77.92	
2022-02-13 19:00:00	77.90000000	78.76000000	77.55000000	78.27000000	81.5545	1.4716566926605794	84.49781338532117	78.61118661467884	78.27	
2022-02-13 20:00:00	78.29000000	79.44000000	78.12000000	79.44000000	81.408	1.530849781210305	84.46969956242062	78.34630043757939		
2022-02-13 21:00:00	79.45000000	79.71000000	78.42000000	78.52000000	81.262	1.661320337309447	84.5846406746189	77.9393593253811		
2022-02-13 22:00:00	78.53000000	79.08000000	78.48000000	78.73000000	81.11	1.7491441516232993	84.6082883032466	77.6117116967534		
2022-02-13 23:00:00	78.72000000	78.79000000	77.65000000	77.91000000	80.898	1.8692824404314576	84.6365648808629	77.15943511913709		
2022-02-14 00:00:00	77.93000000	78.38000000	76.92000000	77.80000000	80.6795	1.9656911868616107	84.61088237372323	76.74811762627678		
2022-02-14 01:00:00	77.80000000	78.07000000	76.14000000	76.31000000	80.3645	2.137338421101339	84.63917684220269	76.08982315779733		
2022-02-14 02:00:00	76.32000000	77.13000000	76.20000000	76.51000000	80.0425	2.211153247563527	84.46480649512706	75.62019350487294		
2022-02-14 03:00:00	76.50000000	77.51000000	76.17000000	77.34000000	79.7535	2.1649948948524274	84.08348978970486	75.42351021029515		
2022-02-14 04:00:00	77.33000000	78.00000000	76.89000000	78.00000000	79.5095	2.066854907952315	83.64320981590463	75.37579018409538		
2022-02-14 05:00:00	77.99000000	78.36000000	77.48000000	77.51000000	79.29	2.032444729616932	83.35488945923387	75.22511054076614		
2022-02-14 06:00:00	77.51000000	78.98000000	77.27000000	78.49000000	79.0775	1.868297494061395	82.81409498812279	75.34090501187721		
2022-02-14 07:00:00	78.50000000	79.10000000	78.14000000	78.98000000	78.9165	1.7177288401902566	82.35195768038051	75.48104231961949		
2022-02-14 08:00:00	78.99000000	79.70000000	78.17000000	78.30000000	78.728	1.5523516964509088	81.8327033929018	75.62329660709818		
2022-02-14 09:00:00	78.30000000	78.38000000	77.68000000	77.86000000	78.5215	1.3581344596639409	81.23776891932789	75.80523108067212		
2022-02-14 10:00:00	77.83000000	78.80000000	77.39000000	78.40000000	78.3575	1.1366334177368496	80.63076683547371	76.0842331645263		
2022-02-14 11:00:00	78.39000000	78.67000000	77.99000000	78.13000000	78.2125	0.9469000669777575	80.10630013395551	76.3186998660445		
2022-02-14 12:00:00	78.15000000	79.91000000	77.46000000	79.85000000	78.188	0.8938067611716567	79.97561352234331	76.4003864776567		
2022-02-14 13:00:00	79.87000000	81.70000000	79.86000000	81.03000000	78.265	1.062323669578975	80.38964733915795	76.14035266084205		81.03
2022-02-14 14:00:00	81.01000000	82.20000000	81.00000000	81.17000000	78.4275	1.2404153591270355	80.90833071825406	75.94666928174593		81.17
2022-02-14 15:00:00	81.17000000	81.21000000	80.14000000	80.67000000	78.5475	1.3367276422196228	81.22095528443924	75.87404471556076		
2022-02-14 16:00:00	80.66000000	82.03000000	80.52000000	81.49000000	78.65	1.4797154776297978	81.6094309552596	75.69056904474041		
2022-02-14 17:00:00	81.50000000	82.01000000	81.30000000	81.37000000	78.7925	1.598963068597012	81.99042613719402	75.59457386280599		
2022-02-14 18:00:00	81.38000000	81.80000000	80.40000000	80.70000000	78.891	1.6546200072588808	82.20024001451776	75.58175998548225		
2022-02-14 19:00:00	80.74000000	80.95000000	78.88000000	80.11000000	79.001	1.6590926499303627	82.31918529986073	75.68281470013928		
2022-02-14 20:00:00	80.11000000	80.86000000	79.24000000	80.69000000	79.1455	1.674764633895666	82.49502926779132	75.79597073220867		
2022-02-14 21:00:00	80.71000000	80.85000000	79.74000000	80.55000000	79.3575	1.561469870953342	82.48043974190668	76.23456025809332		
2022-02-14 22:00:00	80.56000000	82.60000000	80.56000000	81.60000000	79.612	1.4859113807960591	82.58382276159212	76.64017723840787		
2022-02-14 23:00:00	81.61000000	82.38000000	81.49000000	81.86000000	79.838	1.465762241077563	82.76952448215512	76.90647551784487		
2022-02-15 00:00:00	81.84000000	82.95000000	81.41000000	81.53000000	80.0145	1.445178827033375	82.90485765406675	77.12414234593325		
2022-02-15 01:00:00	81.54000000	84.58000000	81.43000000	84.23000000	80.3505	1.604636292615636	83.55977258523127	77.14122741476872		84.23
2022-02-15 02:00:00	84.23000000	85.16000000	83.73000000	84.53000000	80.6525	1.7933352491349135	84.23917049826983	77.06582950173018		84.53
2022-02-15 03:00:00	84.53000000	84.62000000	84.11000000	84.24000000	80.9155	1.9166101517221812	84.74872030344436	77.08227969655563		
2022-02-15 04:00:00	84.24000000	84.73000000	83.82000000	84.04000000	81.2025	1.9340273633290654	85.07055472665813	77.33444527334187		
2022-02-15 05:00:00	84.04000000	84.30000000	83.89000000	84.17000000	81.518	1.8738044609550513	85.2656089219101	77.7703910780899		
2022-02-15 06:00:00	84.16000000	84.43000000	84.03000000	84.23000000	81.8095	1.8157975629111305	85.44109512582226	78.17790487417774		
2022-02-15 07:00:00	84.23000000	85.41000000	84.09000000	85.08000000	82.157	1.7379301057959418	85.63286021159188	78.68113978840812		
2022-02-15 08:00:00	85.10000000	86.90000000	85.01000000	86.20000000	82.4745	1.8693524772527101	86.21320495450543	78.73579504549458		
2022-02-15 09:00:00	86.21000000	87.90000000	86.07000000	87.47000000	82.7965	2.1421810700410986	87.08086214008219	78.5121378599178		87.47
2022-02-15 10:00:00	87.48000000	89.30000000	87.38000000	89.03000000	83.1895	2.5163872913365966	88.2222745826732	78.1567254173268		89.03
2022-02-15 11:00:00	89.03000000	89.15000000	87.74000000	88.10000000	83.561	2.6686955220620483	88.89839104412411	78.2236089558759		
2022-02-15 12:00:00	88.09000000	88.96000000	87.72000000	88.27000000	83.9	2.8182114522288852	89.53642290445778	78.26357709554223		
2022-02-15 13:00:00	88.27000000	88.78000000	87.34000000	88.32000000	84.2475	2.916598370127768	90.08069674025553	78.41430325974447		
2022-02-15 14:00:00	88.31000000	89.40000000	88.28000000	88.68000000	84.6465	2.95138375217998	90.54926750435996	78.74373249564005		
2022-02-15 15:00:00	88.69000000	89.10000000	87.91000000	88.76000000	85.079	2.8846470184501003	90.8482940369002	79.30970596309979		
2022-02-15 16:00:00	88.78000000	90.00000000	88.52000000	89.36000000	85.5125	2.841494927155963	91.19548985431193	79.82951014568808		
2022-02-15 17:00:00	89.37000000	89.50000000	88.08000000	88.85000000	85.9275	2.6800999097638605	91.28769981952772	80.56730018047227		
2022-02-15 18:00:00	88.86000000	90.29000000	88.68000000	89.81000000	86.338	2.610224027489728	91.55844805497945	81.11755194502054		
2022-02-15 19:00:00	89.82000000	90.65000000	89.80000000	90.11000000	86.7505	2.5154731165330517	91.7814462330661	81.7195537669339		
2022-02-15 20:00:00	90.11000000	91.07000000	89.90000000	90.19000000	87.1835	2.306184534087349	91.7958690681747	82.5711309318253		
2022-02-15 21:00:00	90.16000000	90.36000000	89.38000000	89.69000000	87.4565	2.2608807668928055	91.97826153378561	82.9347384662144		
2022-02-15 22:00:00	89.68000000	91.37000000	89.68000000	90.51000000	87.7555	2.2488768541793736	92.25325370835874	83.25774629164125		
2022-02-15 23:00:00	90.52000000	93.68000000	90.52000000	92.97000000	88.192	2.374348885816811	92.94069777163361	83.44330222836638		92.97
2022-02-16 00:00:00	92.96000000	94.00000000	91.70000000	93.03000000	88.6415	2.3977978383685374	93.43709567673707	83.84590432326291		
2022-02-16 01:00:00	93.03000000	94.55000000	92.34000000	94.05000000	89.1355	2.4453618287862566	94.0262236575725	84.24477634242749		94.05
2022-02-16 02:00:00	94.03000000	94.60000000	93.35000000	94.31000000	89.6395	2.419735685870336	94.47897137174067	84.80002862825933		
